text,gold_labels,generated
"Based on the history and clinical features, a diagnosis of insulin-induced lipohypertrophy was made.","[['insulin', 'lipohypertrophy']]","[['insulin', 'lipohypertrophy']]"
"Because the combination of bleomycin and vinca alkaloids is commonly used for the treatment of AIDS-related Kaposi's sarcoma, clinicians should be aware of the risk of provoking acral necrosis in patients who develop Raynaud's phenomenon under chemotherapy.","[['bleomycin', 'acral necrosis'], ['bleomycin', ""Raynaud's phenomenon""]]","[['bleomycin', 'acral necrosis'], ['vinca alkaloids', 'acral necrosis'], ['bleomycin', 'Raynaud's phenomenon'], ['vinca alkaloids', 'Raynaud's phenomenon']]"
"These findings are consistent with an immune-complex form of glomerulopathy in which gold is neither the antigen nor a hapten in the glomerular deposits, and they suggest the hypothesis that antibodies to tubular epithelial antigens induced by gold therapy may be a causative factor in the renal disease associated with gold therapy in rheumatoid arthritis.","[['gold', 'renal disease'], ['gold', 'renal disease']]","[['gold','renal disease'], ['gold', 'antibodies to tubular epithelial antigens']]"
"Overdose of magnesium sulfate in combination with renal insufficiency, hypocalcemia, or compromise of intestinal integrity may predispose horses to magnesium toxicosis.","[['magnesium', 'magnesium toxicosis'], ['magnesium sulfate', 'magnesium toxicosis']]","[['magnesium sulfate','magnesium toxicosis']]"
Serotonin syndrome caused by interaction between citalopram and fentanyl.,"[['citalopram', 'Serotonin syndrome'], ['fentanyl', 'Serotonin syndrome']]","[['citalopram', 'Serotonin syndrome'], ['fentanyl', 'Serotonin syndrome']]"
Methimazole-associated cholestatic liver injury: case report and brief literature review.,"[['Methimazole', 'cholestatic liver injury']]","[['Methimazole', 'cholestatic liver injury']]"
Enalapril-induced anemia in two kidney transplant recipients.,"[['Enalapril', 'anemia']]","[['Enalapril', 'anemia']]"
Furosemide-associated fever.,"[['Furosemide', 'fever']]","[['Furosemide', 'fever']]"
HUS has been reported after several anticancer chemotherapies and most often after mitomycin C-based chemotherapy regimens.,"[['mitomycin C', 'HUS']]","[['mitomycin C', 'HUS']]"
Combining methylephedrine and Chinese herbal drugs might carry a risk of stroke.,"[['methylephedrine', 'stroke']]","[['methylephedrine','stroke'], ['Chinese herbal drugs','stroke']]"
Successful treatment of visceral leishmaniasis with allopurinol plus ketoconazole in an infant who developed pancreatitis caused by meglumine antimoniate.,"[['meglumine antimoniate', 'pancreatitis']]","[['meglumine antimoniate', 'pancreatitis'], ['allopurinol', 'pancreatitis'], ['ketoconazole', 'pancreatitis']]"
"This paper reports on a 6.9-year-old autistic male who developed repeated episodes of acute dystonic reactions associated with pimozide administration at the doses of 0.096 mg/kg/day and 0.032 mg/kg/day and 32 hours following pimozide withdrawal, as well as during subsequent thioridazine administration.","[['pimozide', 'acute dystonic reactions'], ['pimozide', 'acute dystonic reactions'], ['thioridazine', 'acute dystonic reactions']]","[['pimozide', 'acute dystonic reactions'], ['thioridazine', 'acute dystonic reactions']]"
Doxycycline-induced photo-onycholysis.,"[['Doxycycline', 'photo-onycholysis']]","[['Doxycycline', 'photo-onycholysis']]"
Cimetidine is a rare cause of drug-induced fever.,"[['Cimetidine', 'fever']]","[['Cimetidine', 'fever']]"
Clozapine is speculated to cause rhabdomyolysis in patients with defective calcium-activated K+ channels.,"[['Clozapine', 'rhabdomyolysis']]","[['Clozapine', 'rhabdomyolysis']]"
Ciprofloxacin-induced hemorrhagic vasculitis is a rare side effect.,"[['Ciprofloxacin', 'hemorrhagic vasculitis']]","[['Ciprofloxacin', 'hemorrhagic vasculitis']]"
Two elderly women suffered an acute deterioration of renal function after treatment with cefoxitin sodium.,"[['cefoxitin sodium', 'acute deterioration of renal function']]","[['cefoxitin sodium', 'acute deterioration of renal function']]"
"CONCLUSION: To the best of our knowledge, this is the first time colchicine intoxication in this age group has been described in the English literature.","[['colchicine', 'colchicine intoxication']]","[['colchicine', 'colchicine intoxication']]"
The case resembles two previously reported cases of optic neuropathy which occurred in patients with Wilson's disease who were receiving penicillamine.,"[['penicillamine', 'optic neuropathy']]","[['penicillamine', 'optic neuropathy']]"
The probability of developing acute leukemia in this study was not significantly correlated to the total cumulative dosage of Treosulfan.,"[['Treosulfan', 'acute leukemia']]","[['Treosulfan', 'acute leukemia']]"
Pseudomembranous colitis readily occurs in at least certain population groups receiving trimethoprim-sulfamethoxazole.,"[['sulfamethoxazole', 'Pseudomembranous colitis'], ['trimethoprim', 'Pseudomembranous colitis']]","[['sulfamethoxazole', 'Pseudomembranous colitis'], ['trimethoprim', 'Pseudomembranous colitis']]"
Two case reports of bilateral granulomatous anterior uveitis are described in patients with open angle glaucoma treated with metripranolol 0.6% eye drops.,"[['metripranolol', 'bilateral granulomatous anterior uveitis']]","[['metaparolol', 'bilateral granulomatous anterior uveitis']]"
Massive prolapse of the urethral mucosa following periurethral injection of calcium hydroxylapatite for stress urinary incontinence.,"[['calcium hydroxylapatite', 'prolapse of the urethral mucosa']]","[['calcium hydroxylapatite', 'Massive prolapse of the urethral mucosa']]"
We report a case of long lasting respiratory depression after intravenous administration of morphine to a 7 year old girl with haemolytic uraemic syndrome.,"[['morphine', 'respiratory depression']]","[['morphine','respiratory depression']]"
"During the first treatment, dysarthria and ataxia were seen after completion of the patient's eighth and final dose of HDARAC.","[['HDARAC', 'ataxia'], ['HDARAC', 'dysarthria']]","[['HDARAC', 'dysarthria'], ['HDARAC', 'ataxia']]"
Anastrozole-associated sclerosing glomerulonephritis in a patient with breast cancer.,"[['Anastrozole', 'sclerosing glomerulonephritis']]","[['Anastrozole','sclerosing glomerulonephritis']]"
The risk of new-onset diabetic ketoacidosis in patients with diabetic risk factors who are taking perospirone hydrochloride or other atypical antipsychotics should be kept in mind.,"[['perospirone hydrochloride', 'diabetic ketoacidosis']]","[['perospirone hydrochloride', 'diabetic ketoacidosis']]"
"While 40 mg/day of prednisolone improved hepatic dysfunction dramatically, her diabetic milieu deteriorated seriously.","[['prednisolone', 'diabetic milieu deteriorated']]","[['prednisolone', 'diabetic milieu deteriorated']]"
"We present two cases in which both patients suffered with CLS, which we believe was caused following administration of granulocyte colony-stimulating factor, to our knowledge not described in the intensive care patient previously.","[['granulocyte colony-stimulating factor', 'CLS']]","[['granulocyte colony-stimulating factor', 'CLS']]"
"We present a case of acute epinephrine toxicity resulting in acute myocardial ischemia in a young boy with combined variable immunodeficiency syndrome who developed severe allergic reaction to intravenous immunoglobulin, and was subsequently given epinephrine by mistake intravenously rather than subcutaneously.","[['epinephrine', 'acute myocardial ischemia'], ['epinephrine', 'severe allergic reaction'], ['epinephrine', 'severe allergic reaction']]","[['epinephrine', 'acute myocardial ischemia'], ['epinephrine', 'acute epinephrine toxicity']]"
In two patients clozapine was reinstated after risperidone was discontinued; serum triglyceride levels increased.,"[['clozapine', 'serum triglyceride levels increased']]","[['risperidone','serum triglyceride levels increased'], ['clozapine','serum triglyceride levels increased']]"
Fixed drug eruption of the scrotum due to methylphenidate.,"[['methylphenidate', 'Fixed drug eruption of the scrotum']]","[['methylphenidate', 'Fixed drug eruption of the scrotum']]"
"We describe a patient who, after receiving his first dose of pregabalin to relieve neuropathic pain, presented with a negative myoclonus.","[['pregabalin', 'negative myoclonus']]","[['pregabalin', 'negative myoclonus']]"
PURPOSE: The aim of this study was to report on the possible development of corneal endothelial deposits resulting from the use of rifabutin.,"[['rifabutin', 'corneal endothelial deposits']]","[['rifabutin', 'corneal endothelial deposits']]"
"After administration of Oxybutynin concomitantly with an increase in the dose of Dantrolene, she presented the clinical symptoms and laboratory finding of Carbamazepine intoxication.","[['Carbamazepine', 'Carbamazepine intoxication'], ['Dantrolene', 'Carbamazepine intoxication'], ['Oxybutynin', 'Carbamazepine intoxication']]","[['Carbamazepine', 'Carbamazepine intoxication'], ['Dantrolene', 'Carbamazepine intoxication'], ['Oxybutynin', 'Carbamazepine intoxication'], ['Dantrolene', 'Carbamazepine intoxication']]"
Acute dystonia with thalamic and brainstem lesions after initial penicillamine treatment in Wilson's disease.,"[['penicillamine', 'Acute dystonia'], ['penicillamine', 'thalamic and brainstem lesions']]","[['penicillamine', 'Acute dystonia'], ['penicillamine', 'thalamic and brainstem lesions']]"
Nonsustained polymorphous ventricular tachycardia during amiodarone therapy for atrial fibrillation complicating cardiomyopathy.,"[['amiodarone', 'Nonsustained polymorphous ventricular tachycardia']]","[['amiodarone', 'Nonsustained polymorphous ventricular tachycardia']]"
"Vision declined after treatment with methylprednisolone, after which fundus examination became consistent with progressive outer retinal necrosis.","[['methylprednisolone', 'Vision declined']]","[['methylprednisolone', 'progressive outer retinal necrosis']]"
Thus cabergoline may cause similar pleuropulmonary abnormalities to bromocriptine.,"[['bromocriptine', 'pleuropulmonary abnormalities'], ['cabergoline', 'pleuropulmonary abnormalities']]","[['cabergoline', 'pleuropulmonary abnormalities'], ['bromocriptine', 'pleuropulmonary abnormalities']]"
A case of propranolol overdose complicated by esophageal spasm preventing extrication of an orogastric lavage tube and relieved by intravenous glucagon is presented.,"[['propranolol', 'esophageal spasm']]","[['propranolol', 'esophageal spasm'], ['propranolol', 'propranolol overdose']]"
Intravenous administration of levodopa ameliorated a refractory akathisia case induced by interferon-alpha.,"[['interferon-alpha', 'akathisia']]","[['interferon-alpha', 'akathisia']]"
"We describe a premenopausal woman who, while having tamoxifen due to a diagnosis of in situ ductal carcinoma, developed endometriosis requiring surgery.","[['tamoxifen', 'endometriosis']]","[['tamoxifen', 'endometriosis']]"
We report the development of scrotal ulcer in a patient with acute promyleocytic leukemia (APL) within 10 days of treatment with ATRA at a dose of 40 mg orally twice daily.,"[['ATRA', 'scrotal ulcer']]","[['ATRA','scrotal ulcer']]"
We present a case of photo-onycholysis in a patient treated with doxycycline for acne vulgaris.,"[['doxycycline', 'photo-onycholysis']]","[['doxycycline', 'photo-onycholysis']]"
Niacin maculopathy.,"[['Niacin', 'maculopathy']]","[['Niacin', 'Maculopathy']]"
Acute leukaemia during tamoxifen therapy.,"[['tamoxifen', 'Acute leukaemia']]","[['tamoxifen', 'Acute leukaemia']]"
"From 1996 to 2002 several medications were changed due to their adverse effects: indinavir (renal colic and fever), nelfinavir (cutaneous rash), and efavirenz (nausea and temporary memory loss).","[['nelfinavir', 'cutaneous rash'], ['indinavir', 'fever'], ['efavirenz', 'nausea'], ['indinavir', 'renal colic'], ['efavirenz', 'temporary memory loss']]","[['indinavir', 'fever'], ['nelfinavir', 'cutaneous rash'], ['efavirenz', 'nausea'], ['indinavir','renal colic']]"
Angio-oedema as an unusual tolerable side effect of voriconazole therapy.,"[['voriconazole', 'Angio-oedema']]","[['voriconazole', 'Angio-oedema']]"
"We stress the potential of benzarone to cause hepatotoxicity, which usually resembles severe chronic active hepatitis.","[['benzarone', 'hepatotoxicity'], ['benzarone', 'severe chronic active hepatitis']]","[['benzarone', 'hepatotoxicity']]"
"Methotrexate (MTX) is a commonly used second line agent for RA, and there have been several recent reports of Epstein-Barr virus (EBV)-associated polyclonal B cell lymphoproliferative disorder in MTX-treated RA patients.","[['Methotrexate', 'Epstein-Barr virus (EBV)-associated polyclonal B cell lymphoproliferative disorder'], ['MTX', 'Epstein-Barr virus (EBV)-associated polyclonal B cell lymphoproliferative disorder'], ['MTX', 'Epstein-Barr virus (EBV)-associated polyclonal B cell lymphoproliferative disorder']]","[['Methotrexate', 'polyclonal B cell lymphoproliferative disorder'], ['MTX', 'polyclonal B cell lymphoproliferative disorder'], ['Epstein-Barr virus (EBV)', 'polyclonal B cell lymphoproliferative disorder']]"
"The incidence of angioedema secondary to losartan, an angiotensin II receptor antagonist, is unknown.","[['losartan', 'angioedema']]","[['losartan', 'angioedema']]"
Nephrogenic diabetes insipidus and renal tubular acidosis secondary to foscarnet therapy.,"[['foscarnet', 'Nephrogenic diabetes insipidus'], ['foscarnet', 'renal tubular acidosis']]","[['foscarnet','renal tubular acidosis'], ['foscarnet', 'Nephrogenic diabetes insipidus']]"
Intranasal desmopressin-induced hyponatremia.,"[['desmopressin', 'hyponatremia']]","[['desmopressin', 'hyponatremia']]"
Systemic capillary leak syndrome after granulocyte colony-stimulating factor (G-CSF).,"[['G-CSF', 'Systemic capillary leak syndrome'], ['granulocyte colony-stimulating factor', 'Systemic capillary leak syndrome']]","[['granulocyte colony-stimulating factor', 'Systemic capillary leak syndrome'], ['G-CSF', 'Systemic capillary leak syndrome']]"
This regimen could prove useful for other patients who develop hypersensitivity reactions to carboplatin and allow therapy to continue.,"[['carboplatin', 'hypersensitivity']]","[['carboplatin', 'hypersensitivity reactions']]"
