text,gpt3_generated_labels,gold_labels
we present the first case of ovarian endometrioid carcinoma and endometriosis in a postmenopausal patient who was treated with tamoxifen for breast cancer.,"[['tamoxifen', 'ovarian endometrioid carcinoma']]","[['tamoxifen', 'endometriosis'], ['tamoxifen', 'ovarian endometrioid carcinoma']]"
we report three cases of severe hypocalcaemia associated with i.v. bisphosphonate treatment in patients with multiple myeloma.,"[['bisphosphonate', 'hypocalcaemia']]","[['bisphosphonate', 'severe hypocalcaemia']]"
"administration of excessive insulin induced hypoglycemia within 4 to 8 hours, followed by rebound hyperglycemia.","[['insulin', 'hypoglycemia']]","[['insulin', 'hypoglycemia'], ['insulin', 'rebound hyperglycemia']]"
we conclude that mb is an effective treatment for ifosfamide-induced encephalopathy.,"[['ifosfamide', 'encephalopathy'], ['mb', 'ifosfamide-induced encephalopathy']]","[['ifosfamide', 'ifosfamide-induced encephalopathy']]"
"we experienced a male patient with psoriasis and hypertension whose conditions were treated with tacalcitol ointment and thiazide, respectively, resulting in hypercalciuria and hypercalcemia.","[['tacalcitol', 'hypercalcemia'], ['tacalcitol', 'hypercalciuria']]","[['tacalcitol', 'hypercalcemia'], ['thiazide', 'hypercalcemia'], ['tacalcitol', 'hypercalciuria'], ['thiazide', 'hypercalciuria']]"
"it was highly suspected that finasteride was associated with the anterior subcapsular opacity on the lens, and the patient therefore discontinued use of finasteride.","[['finasteride', 'anterior subcapsular opacity']]","[['finasteride', 'anterior subcapsular opacity on the lens'], ['finasteride', 'anterior subcapsular opacity on the lens']]"
myocardial ischemia associated with high-dose carmustine infusion.,"[['carmustine', 'myocardial ischemia']]","[['carmustine', 'myocardial ischemia']]"
this case supports the assessment that mh and diabetes are associated diseases and that cresol could possibly trigger mh.,"[['cresol', 'mh']]","[['cresol', 'mh']]"
this case report illustrates the use of continuous high-dose intracoronary nitroglycerin infusion through a 6 french coronary guiding catheter in the treatment of a patient with cocaine-induced refractory coronary vasospasm.,"[['cocaine', 'coronary vasospasm']]","[['cocaine', 'refractory coronary vasospasm']]"
we describe the development of cutaneous scleroderma in 3 patients coincident with the use of bleomycin in low cumulative doses of less than 100 u.,"[['bleomycin', 'cutaneous scleroderma']]","[['bleomycin', 'cutaneous scleroderma']]"
a 60-year-old white man with chronic bronchitis was noted to develop acute respiratory failure and metabolic acidosis four days after being started on methazolamide (neptazane) for an ophthalmologic problem.,"[['methazolamide', 'respiratory failure'], ['methazolamide', 'metabolic acidosis']]","[['methazolamide', 'acute respiratory failure'], ['neptazane', 'acute respiratory failure'], ['methazolamide', 'metabolic acidosis'], ['neptazane', 'metabolic acidosis']]"
comeoscleral perforation after pterygium excision and intraoperative mitomycin c.,"[['mitomycin c', 'comeoscleral perforation']]","[['mitomycin c', 'comeoscleral perforation']]"
seizures associated with ofloxacin therapy.,"[['ofloxacin', 'seizures']]","[['ofloxacin', 'seizures']]"
"toxicity, pharmacokinetics, and in vitro hemodialysis clearance of ifosfamide and metabolites in an anephric pediatric patient with wilms' tumor.","[['ifosfamide', 'toxicity'], ['ifosfamide', 'pharmacokinetics']]","[['ifosfamide', 'toxicity']]"
a fatal case of pancytopenia due to levomepromazine.,"[['levomepromazine', 'pancytopenia']]","[['levomepromazine', 'fatal case of pancytopenia']]"
administration of steroid and decreasing the dose of ptu produced a good clinical response and the anca disappeared.,"[['steroid', 'anca'], ['ptu', 'anca']]","[['ptu', 'anca']]"
hus has been reported after several anticancer chemotherapies and most often after mitomycin c-based chemotherapy regimens.,"[['anticancer chemotherapies', 'hus'], ['mitomycin c', 'hus']]","[['mitomycin c', 'hus']]"
we herein described an additional patient with bcr-abl (ela2) positive acute lymphoblastic leukemia who developed tumor lysis syndrome after 10-day treatment with imatinib.,"[['imatinib', 'tumor lysis syndrome']]","[['imatinib', 'tumor lysis syndrome']]"
"tiagabine overdose causes an unusual array of neurological symptoms, many similar to reported adverse effects during therapeutic use.","[['tiagabine', 'unusual array of neurological symptoms']]","[['tiagabine', 'unusual array of neurological symptoms']]"
digestive hemorrhage caused by a meckel's diverticulum in a metformin-treated patient: is there any connection?,"[['metformin', 'digestive hemorrhage']]","[['metformin', 'digestive hemorrhage']]"
"herein, we describe a patient with aids who presented to medical attention with pancytopenia 48 months postchemotherapy with etoposide, prednisone, vincristine, cyclophosphamide, doxorubicin, and rituximab (r-epoch) for diffuse large b-cell lymphoma.","[['etoposide', 'pancytopenia'], ['prednisone', 'pancytopenia'], ['vincristine', 'pancytopenia'], ['cyclophosphamide', 'pancytopenia'], ['doxorubicin', 'pancytopenia'], ['rituximab', 'pancytopenia']]","[['cyclophosphamide', 'pancytopenia'], ['doxorubicin', 'pancytopenia'], ['etoposide', 'pancytopenia'], ['prednisone', 'pancytopenia'], ['rituximab', 'pancytopenia'], ['vincristine', 'pancytopenia']]"
acute myeloid leukemia and lung cancer occurring in a chronic lymphocytic leukemia patient treated with fludarabine and autologous peripheral blood stem-cell transplantation.,"[['fludarabine', 'lung cancer']]","[['fludarabine', 'acute myeloid leukemia'], ['fludarabine', 'lung cancer']]"
"a second possibility is an interaction between clarithromycin and isradipine, potentially increasing the hepatic toxicity of isradipine.","[['clarithromycin', 'isradipine']]","[['clarithromycin', 'increasing the hepatic toxicity'], ['isradipine', 'increasing the hepatic toxicity'], ['isradipine', 'increasing the hepatic toxicity']]"
"when the data of the 57 patients are evaluated, a reversible direct cytotoxic effect of ticlopidine on the pluripotent/bipotent hematopoietic progenitor stem cell is proposed.","[['ticlopidine', 'pluripotent/bipotent hematopoietic progenitor stem cell']]","[['ticlopidine', 'cytotoxic effect']]"
"a 34-year-old lady developed a constellation of dermatitis, fever, lymphadenopathy and hepatitis, beginning on the 17th day of a course of oral sulphasalazine for sero-negative rheumatoid arthritis.","[['sulphasalazine', 'dermatitis'], ['sulphasalazine', 'fever'], ['sulphasalazine', 'lymphadenopathy'], ['sulphasalazine', 'hepatitis']]","[['sulphasalazine', 'constellation of dermatitis'], ['sulphasalazine', 'fever'], ['sulphasalazine', 'hepatitis'], ['sulphasalazine', 'lymphadenopathy']]"
we present a case of a sustained monomorphic ventricular tachycardia following adenosine infusion.,"[['adenosine', 'sustained monomorphic ventricular tachycardia']]","[['adenosine', 'sustained monomorphic ventricular tachycardia']]"
"conclusions: patients receiving intravitreal injections of bevacizumab should be evaluated for potential systemic risk factors such as carotid insufficiency, coagulopathy and poorly controlled diabetes mellitus.","[['bevacizumab', 'intravitreal injections']]","[['bevacizumab', 'carotid insufficiency'], ['bevacizumab', 'coagulopathy'], ['bevacizumab', 'poorly controlled diabetes mellitus']]"
unique behavioral change with cinepazide in parkinsonism.,"[['cinepazide', 'unique behavioral change']]","[['cinepazide', 'behavioral change']]"
rapid identification of speech loss linked to fk506 may be important because reduction or cessation of the drug may be associated with reverse of speech loss.,"[['fk506', 'speech loss']]","[['fk506', 'speech loss']]"
"however, there are few reports in the literature of ampicillin as a cause of acute interstitial nephritis.","[['ampicillin', 'acute interstitial nephritis']]","[['ampicillin', 'acute interstitial nephritis']]"
it is suggested therefore that methotrexate be added to the list of agents capable of inducing diffuse interstitial pulmonary fibrosis.,"[['methotrexate', 'diffuse interstitial pulmonary fibrosis']]","[['methotrexate', 'diffuse interstitial pulmonary fibrosis']]"
"after extensive neurological 'work up', we realized that the anisocoria was related to the transdermal scopolamine patch that we had prescribed for weaning off the opioid.","[['transdermal scopolamine patch', 'anisocoria']]","[['scopolamine', 'anisocoria']]"
lower extremity arterial insufficiency after long-term methysergide maleate therapy.,"[['methysergide maleate', 'lower extremity arterial insufficiency']]","[['methysergide maleate', 'arterial insufficiency']]"
the spectrum of nitrofurantoin lung injury continues to widen.,"[['nitrofurantoin', 'lung injury']]","[['nitrofurantoin', 'lung injury']]"
three diabetic cases of acute dizziness due to initial administration of voglibose.,"[['voglibose', 'dizziness']]","[['voglibose', 'acute dizziness']]"
lipoid pneumonia: a silent complication of mineral oil aspiration.,"[['mineral oil', 'lipoid pneumonia']]","[['mineral oil', 'lipoid pneumonia']]"
interventions and results: cardiac complications were observed in five pediatric patients who received between 4.6 and 40.8 mg/kg/d of amphotericin b.,"[['amphotericin b', 'cardiac complications']]","[['amphotericin b', 'cardiac complications']]"
"in this case, interferon alpha induced polymyositis and cardiomyopathy is diagnosed in a 33-yr-old male patient with history of chronic hepatitis b.","[['interferon alpha', 'polymyositis'], ['interferon alpha', 'cardiomyopathy']]","[['interferon alpha', 'cardiomyopathy'], ['interferon alpha', 'polymyositis']]"
"because there were no other obvious causes of renal failure in either patient, we propose that skeletal muscle ischemia developed during vasopressin infusion, followed by release of myoglobin and renal damage.","[['vasopressin', 'renal failure']]","[['vasopressin', 'renal damage'], ['vasopressin', 'skeletal muscle ischemia']]"
reversible posterior leukoencephalopathy syndrome in systemic lupus erythematosus with thrombocytopenia treated with cyclosporine.,"[['cyclosporine', 'reversible posterior leukoencephalopathy syndrome']]","[['cyclosporine', 'reversible posterior leukoencephalopathy syndrome']]"
"though they are generally considered safe, there have been a few reports of myocardial infarction and stroke associated with triptan use.","[['triptan', 'myocardial infarction'], ['triptan', 'stroke']]","[['triptan', 'myocardial infarction'], ['triptan', 'stroke']]"
we report a case of a patient with rheumatoid arthritis treated with low-dose methotrexate (15 mg/week) who developed infection with both m. tuberculosis and m. chelonae after the revision of a prosthetic hip.,"[['methotrexate', 'infection']]","[['methotrexate', 'infection with both m. tuberculosis and m. chelonae']]"
"according to the literature, chlorambucil central nervous toxicity is found almost exclusively in childhood nephrotic syndrome.","[['chlorambucil', 'central nervous toxicity']]","[['chlorambucil', 'central nervous toxicity']]"
"we describe 2 male patients, a 49-year-old with psoriatic arthritis and impaired renal function and a 43-year-old renal transplant recipient, who both sustained a marked decline in glomerular filtration rate in conjunction with a selective inhibitor of cyclooxygenase-2 (cox-2), rofecoxib.","[['rofecoxib', 'decline in glomerular filtration rate']]","[['rofecoxib', 'decline in glomerular filtration rate']]"
hypo-oestrogenic and anabolic/androgenic side-effects of danazol are well known by the gynaecologist and some of them are present in > 50% of patients being treated for endometriosis.,"[['danazol', 'hypo-oestrogenic'], ['danazol', 'anabolic/androgenic side-effects']]","[['danazol', 'hypo-oestrogenic and anabolic/androgenic side-effects']]"
physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.,"[['sulfasalazine', 'lupus syndrome']]","[['sulfasalazine', 'lupus syndrome']]"
objective: to report on the possible development of serotonin syndrome in a patient receiving clomipramine after clozapine was withdrawn from the treatment regimen.,"[['clomipramine', 'serotonin syndrome'], ['clozapine', 'serotonin syndrome']]","[['clomipramine', 'serotonin syndrome'], ['clozapine', 'serotonin syndrome']]"
